Relatório de palavras-chave da rede de pesquisa
23 de Novembro de 2021 - 23 de Novembro de 2021
Status da palavra-chave,Palavra-chave,Tipo de corresp.,Campanha,Grupo de anúncios,Status,Motivos do status,Código da moeda,CPC máx.,URL final,URL final para dispositivos móveis,Impr.,Interações,Taxa de interação,Custo médio,Custo,Conversões,Custo / conv.,Taxa de conv.
Ativado,placa padrão mercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,placa mercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,29,2,"6,90%","0,88","1,76","0,00","0,00","0,00%"
Ativado,placa mercosul sp,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,18,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,preço da placa mercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Pausado,placa mercosul personalizada,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 1 Placas,Pausado,pausado,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,emplacamento de veículo usado,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,emplaque mercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,8,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,placa nova,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,3,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,valor emplacamento sp,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,como trocar placa do carro,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,preço placa mercosul,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,2,1,"50,00%","1,67","1,67","0,00","0,00","0,00%"
Ativado,como fazer placa mercosul,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,solicitar placa mercosul,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,como mudar placa mercosul,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,empresa estampadora de placas,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,emplacadoras,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,emplacamento 2021,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,emplaque mercosul,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,como fazer a nova placa,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 03 Placas,Não qualificado,raramente exibido,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,emplacamento valor,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,2,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,valor para emplacar moto,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,6,1,"16,67%","0,22","0,22","0,00","0,00","0,00%"
Ativado,terceira placa,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,como emplacar veiculo zero,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,4,1,"25,00%","0,16","0,16","0,00","0,00","0,00%"
Ativado,placa nova detran sp,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,como trocar a placa,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,2,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,troca de placa mercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,10,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,placa mercosul valor,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,8,1,"12,50%","0,32","0,32","0,00","0,00","0,00%"
Ativado,placas mercosul sp,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,7,3,"42,86%","0,37","1,10","0,00","0,00","0,00%"
Ativado,placa mercosul sp como solicitar,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,2,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,como fazer emplacamento mercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,2,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,simulador placa mercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,solicitar placa nova,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,3,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,quanto custa para emplacar um veículo zero 2021,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,placas de veiculos,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,18,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,placa nova,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,solicitar placa mercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,3,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,como mudar placa mercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,placas mercosul valor,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,5,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,perdi minha placa,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Pausado,emplaque mercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Pausado,pausado,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,valor do emplacamento de moto 2021,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,valor de emplacamento de moto 2021,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,placa nercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,placa de identificação de veículos,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,3,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,valor emplacamento,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,nova placa,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,primeiro emplacamento sp,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,2,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,valor emplacamento sp,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,como trocar placa do carro,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,2,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,emplacamento veicular,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,4,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,valor da placa mercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,12,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,preço placa mercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,7,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,como fazer placa mercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,como trocar a placa mercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,placa nova valor,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,valor para placa mercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,placa mercosul zona sul sp,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,2,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,placa mercosul mini,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,empresas credenciadas placas mercosul sp zona sul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,valor placa mercosul sp 2021,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,emplacamento de carros 2021,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,valor para emplacar moto,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,4,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,emplacamento detran sp valor,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,novas placas,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,8,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,"""como trocar a placa""",Correspondência de frase,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,placa mercosul de moto,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,placas mercosul sp,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,10,1,"10,00%","0,75","0,75","0,00","0,00","0,00%"
Ativado,placa mercosul sp como solicitar,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,placa mercosul sp onde comprar,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,como fazer emplacamento mercosul,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,emplacamento zona sul,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,solicitar placa nova,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,valor do emplacamento de moto 2021,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,"[""como emplacar veiculo usado]",Correspondência exata,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Não qualificado,reprovado; raramente exibido,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,"""Novas placas mercosul""",Correspondência de frase,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,2,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,emplacamento de veiculo,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,detran placas,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,7,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,emplacadora,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,placa automovel,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,emplacar,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,placa padrão mercosul,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,placa mercosul,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,16,2,"12,50%","4,02","8,03","0,00","0,00","0,00%"
Ativado,placa de motos,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,placa mercosul sp,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,14,3,"21,43%","0,69","2,07","0,00","0,00","0,00%"
Ativado,preço da placa mercosul,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,emplacamento mercosul valor,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,empresa estampadora de placas,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,emplacadoras,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,emplacamento 2021,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,emplaque mercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,2,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,como mudar a placa da moto para mercosul,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,como fazer a nova placa,Correspondência ampla,Rede de Pesquisa 10%,Grupo de anúncios 03 Placas,Não qualificado,raramente exibido,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,emplacamento de carro,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,7,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,placas de moto,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,8,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,emplacamento valor,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,terceira placa,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,como emplacar veiculo zero,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,"""Transbike""",Correspondência de frase,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,placa mercosul,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,29,3,"10,34%","2,75","8,24","0,00","0,00","0,00%"
Ativado,placa nova detran sp,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,troca de placa mercosul,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,9,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,como fazer emplacamento de moto,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,placa mercosul valor,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,7,1,"14,29%","0,75","0,75","0,00","0,00","0,00%"
Ativado,placa nova mercosul,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,2,1,"50,00%","1,88","1,88","0,00","0,00","0,00%"
Ativado,emplaque mercosul,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,valor de emplacamento de moto 2021,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,quanto custa para emplacar um veículo zero 2021,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,placa nercosul,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 02 Placas,Qualificado,,BRL, --,,,2,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,placa,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,54,1,"1,85%","0,83","0,83","0,00","0,00","0,00%"
Ativado,placa de carro,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Limitado,baixa qualidade,BRL, --,,,4,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,placas de carros,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Limitado,baixa qualidade,BRL, --,,,2,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,placa veiculo,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,16,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,sinesp placa,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,valor do emplacamento,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,quanto custa emplacamento de moto,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,emplacamento detran sp,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,2,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,placa de veículo,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,emplacamento mercosul,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,2,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,placa carro sp,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Limitado,baixa qualidade,BRL, --,,,5,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,placa mercosul preço,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Pausado,placa mercosul personalizada,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Pausado,pausado,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,placa de carro em sp,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,1,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
Ativado,valor placa mercosul sp,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,9,2,"22,22%","1,67","3,33","0,00","0,00","0,00%"
Ativado,emplacamento de veículo usado,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
Ativado,emplaque mercosul,Correspondência ampla,Rede de Pesquisa WHATSAPP,Grupo de anúncios 1 Placas,Qualificado,,BRL, --,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
,,"Total: Todas as palavras-chave, exceto as removidas",,,,,BRL,,,,1.324,91,"6,87%","1,00","91,38","5,00","18,28","5,49%"
,,Total: Pesquisar palavras-chave na Rede de Display,,,,,BRL,,,,108,0,"0,00%", --,"0,00","0,00","0,00","0,00%"
,,Total: Conta,,,,,BRL,,,,1.466,93,"6,34%","1,00","92,94","6,00","15,49","6,45%"
,,Total: Inteligente,,,,,BRL,,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
,,Total: Pesquisa,,,,,BRL,,,,1.466,93,"6,34%","1,00","92,94","6,00","15,49","6,45%"
,,Total: Local,,,,,BRL,,,,0,0, --, --,"0,00","0,00","0,00","0,00%"
