IDBASE_TRECHO;IDBASE_COLETA_LIXO;LRSREF_INICIO;LRSREF_FINAL;LRSREF_LADO;FCL;DATCONCE
1532;18075;0;92.578;A;1;
1533;18076;0;129.66;A;1;
1534;18077;0;146.373;A;1;
1536;18079;0;92.382;A;1;
1537;18080;0;130.706;A;1;
1538;18081;0;101.427;A;1;
1381;18083;0;244.536;A;1;
1382;18084;0;135.692;A;1;
1383;18085;0;114.485;A;1;
1385;18087;0;179.966;A;1;
1386;18088;0;145.037;A;1;
1387;18089;0;149.951;A;1;
1389;18091;0;177.524;A;1;
1390;18092;0;120.537;A;1;
1391;18093;0;197.84;A;1;
1393;18095;0;198.653;A;1;
1394;18096;0;97.246;A;1;
1395;18097;0;120.441;A;1;
1397;18099;0;119.318;A;1;
1398;18100;0;187.161;A;1;
1399;18101;0;81.71;A;1;
1401;18103;0;122.021;A;1;
1402;18104;0;122.791;A;1;
1403;18105;0;111.116;A;1;
1405;18107;0;101.489;A;1;
1406;18108;0;177.506;A;1;
1408;18110;0;120.253;A;1;
1409;18111;0;139.006;A;1;
1410;18112;0;253.752;A;1;
1412;18114;0;102.403;A;1;
1413;18115;0;115.098;A;1;
1414;18116;0;135.731;A;1;
1416;18118;0;205.209;A;1;
1417;18119;0;205.086;A;1;
1418;18120;0;202.119;A;1;
1678;18300;0;181.402;A;1;
1679;18301;0;149.258;A;1;
1680;18302;0;149.03;A;1;
1681;18303;0;224.326;A;1;
1682;18304;0;126.632;A;1;
1683;18305;0;269.248;A;1;
1685;18306;0;172.915;A;1;
1686;18307;0;120.94;A;1;
1687;18308;0;321.504;A;1;
1688;18309;0;121.609;A;1;
1689;18310;0;182.993;A;1;
1690;18311;0;232.127;A;1;
1691;18312;0;102.429;A;1;
1692;18313;0;112.681;A;1;
1693;18314;0;147.644;A;1;
1694;18315;0;226.8;A;1;
1695;18316;0;12.151;A;1;
1696;18317;0;142.424;A;1;
1698;18318;0;162.49;A;1;
1830;18321;0;80.774;A;1;
1831;18322;0;69.754;A;1;
1832;18323;0;64.279;A;1;
1834;18324;0;46.607;A;1;
1835;18325;0;47.671;A;1;
1836;18326;0;82.315;A;1;
1837;18327;0;75.582;A;1;
1838;18328;0;75.556;A;1;
1839;18329;0;37.952;A;1;
1840;18330;0;48.31;A;1;
1841;18331;0;46.202;A;1;
3876;20334;0;30.466;A;1;
3879;20335;0;68.217;A;1;
3880;20336;0;59.648;A;1;
3881;20338;0;31.471;A;1;
3883;20339;0;40.642;A;1;
3884;20340;0;87.063;A;1;
3885;20341;0;51.834;A;1;
3886;20342;0;52.447;A;1;
3887;20343;0;70.911;A;1;
3888;20344;0;68.595;A;1;
3889;20345;0;61.52;A;1;
3890;20346;0;46.962;A;1;
3891;20347;0;70.298;A;1;
3892;20348;0;39.864;A;1;
3893;20349;0;45.999;A;1;
3895;20351;0;69.741;A;1;
3896;20352;0;111.685;A;1;
3897;20353;0;103.739;A;1;
3899;20355;0;32.571;A;1;
3900;20356;0;39.789;A;1;
3901;20357;0;71.162;A;1;
3903;20359;0;70.448;A;1;
3904;20360;0;82.384;A;1;
3905;20361;0;70.113;A;1;
3907;20363;0;41.917;A;1;
3908;20365;0;51.466;A;1;
3909;20366;0;52.434;A;1;
3911;20368;0;73.337;A;1;
3912;20369;0;83.983;A;1;
3914;20371;0;37.358;A;1;
3915;20372;0;70.56;A;1;
3916;20373;0;68.916;A;0;
3838;20375;0;54.564;A;1;
3839;20376;0;52.664;A;1;
3843;20377;0;55.783;A;1;
3845;20379;0;55.792;A;1;
976;17527;0;383.924;A;1;
977;17528;0;303.522;A;1;
978;17529;0;91.797;A;1;
979;17530;0;392.135;A;1;
980;17531;0;367.175;A;1;
981;17532;0;288.88;A;1;
983;17533;0;153.01;A;1;
985;17536;0;337.864;A;1;
986;17537;0;137.016;A;1;
987;17538;0;313.761;A;1;
989;17540;0;183.981;A;1;
990;17542;0;385.46;A;1;
991;17543;0;275.427;A;1;
46595;68761;0;49.706;A;0;20150331
798;17546;0;130.013;A;1;
799;17547;0;88.331;A;1;
800;17548;0;267.247;A;1;
802;17550;0;257.175;A;1;
803;17551;0;214.652;A;1;
805;17552;0;109.587;A;1;
808;17554;0;96.387;A;1;
809;17555;0;97.452;A;1;
810;17556;0;83.003;A;1;
812;17558;0;111.847;A;1;
814;17559;0;82.101;A;1;
815;17560;0;248.75;A;1;
817;17562;0;256.176;A;1;
818;17563;0;146.502;A;1;
819;17564;0;149.483;A;1;
821;17566;0;247.767;A;1;
1420;18122;0;153.034;A;1;
1421;18123;0;114.753;A;0;
62744;63519;0;23.324;A;1;20141211
1424;18126;0;130.903;A;1;
1426;18128;0;128.787;A;1;
1427;18129;0;99.344;A;1;
1428;18130;0;150.98;A;1;
1431;18132;0;181.732;A;1;
1432;18133;0;206.089;A;1;
61350;63622;0;196.717;A;1;20180808
1700;18135;0;110.568;A;1;
1702;18137;0;122.863;A;1;
8920;63623;0;10.348;A;0;20141212
1703;18139;0;151.412;A;1;
1704;18140;0;94.192;A;1;
1706;18142;0;19.162;A;1;
1707;18143;0;93.88;A;1;
1708;18144;0;115.488;A;1;
1711;18146;0;171.407;A;0;
1712;18147;0;139.283;A;1;
1713;18148;0;120.684;A;1;
1717;18150;0;101.285;A;1;
1718;18151;0;109.226;A;1;
1720;18152;0;70.815;A;0;
1722;18155;0;107.063;A;1;
1723;18156;0;122.001;A;1;
1724;18157;0;180.667;A;1;
1728;18159;0;117.996;A;1;
1729;18160;0;96.862;A;1;
1730;18161;0;143.814;A;1;
1732;18163;0;115.064;A;1;
1842;18332;0;54.838;A;1;
1843;18333;0;52.042;A;1;
1844;18334;0;74.847;A;1;
1845;18335;0;80.324;A;1;
1846;18336;0;50.028;A;1;
1847;18337;0;48.928;A;1;
1848;18338;0;5.945;A;1;
1849;18339;0;46.679;A;1;
1850;18340;0;167.416;A;2;
1851;18341;0;89.08;A;1;
1852;18343;0;117.526;A;2;
1853;18344;0;79.903;A;2;
1854;18345;0;246.814;A;2;
1855;18346;0;213.983;A;2;
1856;18347;0;94.994;A;2;
1939;18348;0;94.885;A;1;
1940;18349;0;94.069;A;1;
1941;18350;0;31.839;A;1;
1942;18351;0;46.562;A;1;
1943;18352;0;47.756;A;1;
1944;18353;0;47.026;A;1;
1945;18354;0;93.934;A;1;
1947;18356;0;87.464;A;1;
1948;18357;0;55.577;A;1;
1949;18358;0;55.156;A;1;
1952;18360;0;47.034;A;1;
1953;18361;0;39.673;A;1;
1955;18363;0;86.986;A;1;
1956;18364;0;47.062;A;1;
1957;18365;0;47.062;A;1;
1959;18367;0;26.76;A;1;
1960;18368;0;164.204;A;1;
1961;18369;0;181.832;A;1;
1963;18371;0;139.613;A;1;
3859;20380;0;21.577;A;1;
3860;20381;0;75.145;A;1;
3862;20383;0;25.699;A;1;
3863;20384;0;21.897;A;1;
2181;20385;0;153.065;A;1;
2199;20402;0;142.952;A;1;
2200;20403;0;222.286;A;1;
2201;20404;0;108.123;A;1;
2204;20406;0;147.976;A;1;
2205;20407;0;117.629;A;1;
2206;20408;0;170.133;A;1;
2532;20410;0;115.164;A;1;
2534;20411;0;54.853;A;1;
2535;20412;0;100.157;A;1;
2538;20414;0;93.372;A;1;
2539;20415;0;61.776;A;1;
2540;20416;0;71.573;A;1;
2542;20418;0;85.169;A;1;
2543;20419;0;71.115;A;1;
2544;20420;0;63.334;A;1;
2547;20422;0;24.458;A;1;
65048;68267;0;27.189;A;1;20150225
2850;20424;0;148.911;A;1;
2852;20426;0;148.833;A;1;
2853;20427;0;90.575;A;1;
2854;20428;0;15.202;A;1;
2856;20430;0;36.021;A;1;
2857;20431;0;68.269;A;1;
65049;68269;0;36.772;A;1;20150225
2858;20433;0;39.43;A;1;
2861;20435;0;64.744;A;1;
2862;20436;0;91.441;A;1;
2863;20437;0;71.772;A;1;
2865;20439;0;71.756;A;1;
2866;20440;0;69.884;A;1;
2867;20441;0;69.033;A;1;
822;17567;0;248.37;A;1;
823;17568;0;249.806;A;1;
825;17570;0;83.296;A;1;
826;17571;0;231.926;A;1;
827;17572;0;84.075;A;1;
46594;68762;0;49.748;A;0;20150331
829;17575;0;89.985;A;1;
46306;68763;0;87.443;A;0;20150331
830;17577;0;100.683;A;1;
831;17578;0;192.06;A;1;
833;17580;0;93.395;A;1;
834;17581;0;145.915;A;1;
835;17582;0;146.546;A;1;
838;17584;0;145.298;A;1;
839;17585;0;163.2;A;1;
840;17586;0;132.271;A;1;
842;17588;0;1.217.381;A;1;
843;17589;0;1.457.347;A;1;
845;17591;0;408.617;A;1;
847;17592;0;431.903;A;1;
848;17593;0;116.32;A;1;
25441;68765;0;61.294;A;1;20150401
850;17596;0;88.764;A;1;
851;17597;0;92.856;A;1;
852;17598;0;81.383;A;1;
854;17600;0;191.506;A;1;
855;17601;0;82.583;A;1;
856;17602;0;61.523;A;1;
858;17604;0;162.206;A;1;
1734;18164;0;104.823;A;1;
1735;18165;0;133.394;A;1;
1737;18167;0;135.073;A;1;
1738;18168;0;134.909;A;1;
1739;18169;0;94.544;A;1;
62648;63627;0;377.355;A;1;20180808
1743;18172;0;196.306;A;1;
1744;18173;0;207.827;A;1;
1745;18174;0;173.282;A;1;
1747;18176;0;171.939;A;1;
1748;18177;0;182.945;A;1;
1749;18178;0;147.956;A;1;
50977;18180;0;25.234;A;1;
1751;18181;0;106.918;A;1;
5685;63631;0;107.918;A;1;20141212
1755;18184;0;185.214;A;1;
1756;18185;0;181.833;A;1;
1757;18186;0;109.004;A;1;
1758;18187;0;90.016;A;1;
1759;18188;0;213.226;A;1;
1760;18189;0;72.341;A;1;
1761;18190;0;110.573;A;1;
1762;18191;0;86.868;A;1;
1763;18192;0;143.84;A;1;
7093;63632;0;97.302;A;1;20141212
1764;18194;0;66.887;A;1;
1765;18195;0;125.038;A;1;
1766;18196;0;88.649;A;1;
1767;18197;0;123.734;A;1;
1768;18198;0;145.309;A;1;
1769;18199;0;114.105;A;1;
1770;18200;0;111.919;A;1;
1964;18372;0;134.9;A;1;
1965;18373;0;126.083;A;1;
1858;18376;0;126.973;A;1;
1859;18377;0;248.044;A;2;
1860;18378;0;178.762;A;1;
1862;18381;0;207.933;A;2;
1863;18382;0;187.963;A;1;
1864;18383;0;138.593;A;1;
1866;18385;0;194.45;A;1;
1867;18386;0;248.394;A;2;
1868;18387;0;127.007;A;1;
1870;18389;0;116.653;A;1;
1872;18390;0;90.184;A;2;
1873;18391;0;151.036;A;1;
65061;68463;0;18.069;A;1;20180730
1876;18394;0;125.147;A;1;
1877;18396;0;93.499;A;1;
1879;18397;0;124.878;A;1;
65062;68464;0;167.503;A;1;20180730
1882;18400;0;197.035;A;1;
1883;18401;0;114.236;A;1;
1884;18402;0;168.156;A;1;
1886;18404;0;107.893;A;2;
1887;18405;0;184.584;A;2;
1888;18406;0;199.466;A;2;
1890;18408;0;149.889;A;2;
1891;18409;0;132.652;A;2;
1892;18411;0;104.507;A;2;
1894;18413;0;211.649;A;2;
1895;18414;0;125.691;A;2;
1896;18415;0;133.508;A;2;
1898;18417;0;161.392;A;2;
1899;18418;0;90.331;A;2;
1900;18419;0;91.237;A;2;
1902;18421;0;175.668;A;2;
1903;18422;0;267.065;A;1;
3181;20443;0;27.15;A;1;
3183;20444;0;55.368;A;1;
3186;20445;0;71.321;A;1;20180626
3192;20447;0;19.765;A;1;
65050;68270;0;85.738;A;0;20150225
3194;20449;0;47.927;A;1;
3197;20451;0;47.568;A;1;
3198;20452;0;54.549;A;1;
3204;20453;0;79.377;A;1;
2211;20455;0;192.199;A;1;
2212;20456;0;191.401;A;1;
2213;20457;0;192.591;A;1;
2215;20459;0;190.474;A;1;
2216;20460;0;183.152;A;1;
2217;20461;0;202.229;A;1;
2219;20463;0;209.091;A;1;
2220;20464;0;194.068;A;1;
2221;20465;0;211.699;A;1;
2223;20467;0;140.36;A;1;
2224;20468;0;91.02;A;1;
2225;20469;0;124.86;A;1;
2228;20471;0;23.427;A;0;
2231;20472;0;26.325;A;1;
2560;20473;0;37.609;A;1;
2562;20475;0;73.113;A;1;20180704
2563;20477;0;11.538;A;1;
2567;20478;0;54.3;A;1;
2569;20480;0;16.935;A;1;
2570;20481;0;37.925;A;1;
2571;20483;0;23.652;A;1;
2573;20487;0;26.88;A;1;
2574;20488;0;79.309;A;1;
2576;20490;0;170.059;A;1;
2577;20491;0;151.889;A;1;
859;17605;0;146.303;A;1;
860;17606;0;163.434;A;1;
862;17608;0;173.148;A;1;
863;17609;0;97.815;A;1;
864;17610;0;181.791;A;1;
866;17612;0;201.405;A;1;
867;17613;0;302.203;A;1;
868;17614;0;190.332;A;1;
870;17616;0;130.931;A;1;
872;17618;0;226.744;A;1;
873;17619;0;266.025;A;1;
874;17620;0;311.545;A;1;
877;17621;0;44.358;A;1;
878;17622;0;281.066;A;0;
879;17623;0;28.044;A;1;
880;17624;0;267.37;A;1;
881;17625;0;235.782;A;1;
882;17626;0;293.287;A;1;
883;17627;0;288.375;A;1;
884;17629;0;297.131;A;1;
885;17630;0;325.431;A;1;
886;17631;0;277.144;A;1;
887;17632;0;220.39;A;1;
888;17633;0;350.913;A;1;
889;17634;0;141.419;A;1;
891;17635;0;197.37;A;0;
892;17636;0;191.532;A;1;
893;17637;0;153.712;A;1;
894;17638;0;137.441;A;1;
895;17639;0;110.773;A;1;
1771;18201;0;218.152;A;1;
1772;18202;0;98.789;A;1;
1773;18203;0;137.876;A;1;
1774;18204;0;217.248;A;1;
1569;18205;0;103.312;A;1;
1571;18206;0;179.895;A;1;
1572;18207;0;93.759;A;1;
1573;18208;0;114.522;A;1;
1574;18209;0;72.8;A;1;
1575;18210;0;178.484;A;1;
1576;18211;0;231.299;A;1;
1577;18212;0;211.787;A;1;
1578;18213;0;134.235;A;1;
1579;18214;0;166.934;A;1;
1580;18215;0;169.051;A;1;
1581;18216;0;81.205;A;1;
1582;18217;0;195.352;A;1;
1583;18218;0;145.386;A;1;
1584;18219;0;121.333;A;1;
1585;18220;0;54.184;A;1;
1586;18221;0;79.403;A;1;
1590;18222;0;207.866;A;1;
1591;18223;0;155.317;A;1;
1592;18224;0;179.344;A;1;
1593;18225;0;103.808;A;1;
1594;18226;0;155.458;A;1;
1595;18227;0;172.079;A;1;
1596;18229;0;180.717;A;1;
1597;18230;0;142.245;A;1;
1598;18231;0;88.822;A;1;
1599;18232;0;116.391;A;1;
1600;18233;0;132.612;A;1;
1601;18234;0;169.314;A;1;
1904;18423;0;20.743;A;1;
1906;18425;0;13.227;A;1;
1907;18426;0;75.146;A;1;
1908;18427;0;113.088;A;1;
1910;18429;0;22.24;A;1;
1911;18430;0;31.237;A;1;
50664;68664;0;48.629;A;0;20150324
1913;18433;0;63.652;A;1;
1914;18434;0;60.601;A;1;
1915;18435;0;76.067;A;1;
1917;18437;0;77.566;A;1;
1918;18438;0;44.085;A;0;
50830;68665;0;56.317;A;0;20150324
1919;18440;0;31.8;A;0;
50834;68666;0;186.192;A;0;20150324
1929;18443;0;78.485;A;1;
1930;18444;0;74.228;A;1;
1932;18445;0;56.13;A;1;
1933;18446;0;46.3;A;1;
1935;18448;0;46.517;A;1;
1936;18449;0;31.466;A;1;
1937;18450;0;47.173;A;1;
1776;18452;0;41.849;A;1;
1777;18453;0;128.446;A;1;
1778;18454;0;135.332;A;1;
1780;18456;0;94.989;A;1;
1781;18457;0;20.257;A;0;
50833;68667;0;152.335;A;0;20150324
1782;18459;0;220.359;A;1;
1784;18461;0;104.884;A;1;
1785;18462;0;172.551;A;1;
1786;18463;0;117.815;A;1;
2578;20492;0;223.719;A;1;
2579;20493;0;158.881;A;1;
2580;20494;0;134.023;A;1;
2581;20495;0;198.329;A;1;
2582;20496;0;145.567;A;1;
2878;20497;0;28.819;A;1;
2879;20499;0;78.116;A;1;
2880;20500;0;45.7;A;1;
2881;20501;0;40.657;A;1;
2882;20502;0;30.012;A;1;
2883;20503;0;30.872;A;0;
2889;20504;0;53.642;A;1;
2890;20505;0;55.413;A;1;
2891;20506;0;82.188;A;1;
2892;20507;0;73.52;A;1;
2893;20508;0;55.484;A;1;
2894;20509;0;26.902;A;1;
2895;20510;0;49.554;A;1;
2896;20511;0;74.581;A;1;
2897;20512;0;67.396;A;1;
2898;20513;0;200.363;A;1;
2899;20514;0;137.756;A;1;
2900;20515;0;133.266;A;1;
2901;20517;0;169.999;A;1;
65075;68481;0;48.242;A;0;20150305
2902;20519;0;114.714;A;1;
2903;20521;0;110.251;A;1;
2904;20522;0;96.343;A;1;
3205;20523;0;59.019;A;1;
3211;20524;0;53.11;A;0;
3212;20525;0;10.97;A;1;
896;17640;0;184.212;A;1;
897;17641;0;239.532;A;1;
898;17642;0;148.924;A;1;
901;17643;0;248.76;A;1;
902;17644;0;154.073;A;1;
903;17645;0;189.691;A;1;
907;17646;0;168.792;A;1;
908;17647;0;166.519;A;1;
909;17648;0;189.828;A;1;
910;17649;0;158.353;A;1;
912;17650;0;156.488;A;1;
913;17651;0;250.671;A;1;
914;17652;0;155.956;A;1;
917;17653;0;380.001;A;1;
918;17654;0;266.22;A;1;
919;17655;0;47.292;A;0;
920;17656;0;67.871;A;0;
1044;17657;0;159.175;A;1;
1045;17658;0;118.401;A;1;
59335;68767;0;30.897;A;0;20150401
1046;17660;0;134.976;A;1;
323;68768;0;51.736;A;1;20150401
1047;17662;0;112.719;A;1;
59330;68769;0;59.839;A;1;20150401
1048;17664;0;315.813;A;1;
1049;17665;0;112.259;A;1;
1050;17666;0;161.151;A;1;
1051;17667;0;102.678;A;1;
1052;17668;0;169.276;A;1;
1602;18235;0;106.43;A;1;
1603;18236;0;141.112;A;1;
1604;18237;0;197.433;A;1;
1605;18238;0;183.771;A;1;
1606;18239;0;101.761;A;1;
1607;18240;0;153.496;A;1;
1608;18241;0;112.267;A;1;
1609;18242;0;96.885;A;1;
1610;18243;0;112.922;A;1;
1611;18244;0;109.143;A;1;
1612;18245;0;127.702;A;1;
1613;18246;0;180.161;A;1;
1614;18247;0;183.631;A;1;
1615;18248;0;182.332;A;1;
1616;18249;0;111.391;A;1;
1617;18250;0;115.749;A;1;
1618;18251;0;131.835;A;1;
1619;18252;0;79.275;A;1;
1620;18253;0;93.895;A;0;
1621;18254;0;353.492;A;1;
1622;18255;0;244.273;A;1;
1623;18256;0;100.804;A;1;
1631;18257;0;102.524;A;1;
1632;18258;0;109.935;A;1;
1633;18259;0;100.383;A;1;
1634;18260;0;129.975;A;1;
1635;18261;0;201.458;A;1;
1636;18262;0;109.299;A;1;
1637;18263;0;150.044;A;1;
1638;18264;0;121.065;A;1;
1639;18265;0;129.301;A;1;
1640;18266;0;129.32;A;1;
1641;18267;0;131.426;A;1;
1642;18268;0;231.695;A;1;
11271;25393;0;27.444;A;0;
11272;25394;0;32.596;A;0;
11273;25395;0;38.525;A;0;
11274;25396;0;64.227;A;0;
11275;25397;0;42.149;A;0;
11276;25398;0;63.271;A;1;
11279;25399;0;24.544;A;1;
11280;25400;0;20.727;A;1;
11283;25402;0;78.293;A;1;
11284;25403;0;70.929;A;1;
11285;25404;0;75.805;A;1;
11286;25405;0;36.268;A;1;
11287;25406;0;64.452;A;1;
11288;25407;0;71.937;A;1;
11572;25408;0;111.638;A;0;
11573;25409;0;158.923;A;0;
63741;62140;0;36.89;A;1;20140925
11574;25411;0;110.563;A;1;
11575;25412;0;105.396;A;1;
63742;62141;0;50.943;A;1;20140925
11576;25414;0;108.291;A;1;
11577;25415;0;102.304;A;1;
11578;25416;0;108.268;A;1;
11579;25417;0;106.268;A;1;
11580;25418;0;114.747;A;1;
11581;25419;0;83.434;A;1;
11582;25420;0;106.772;A;1;
11583;25421;0;240.226;A;1;
11584;25422;0;119.855;A;1;
11585;25423;0;139.319;A;1;
11586;25424;0;124.508;A;1;
11587;25425;0;145.905;A;1;
63744;62143;0;15.81;A;1;20140925
11890;25457;0;295.66;A;1;
11891;25458;0;420.859;A;1;20201110
11892;25460;0;304.619;A;1;
63755;62159;0;51.236;A;1;20140925
11893;25462;0;229.534;A;1;
10968;25463;0;98.422;A;1;
10969;25464;0;102.729;A;1;
10970;25465;0;168.869;A;1;
10971;25466;0;165.96;A;1;
10972;25467;0;114.224;A;1;
10973;25468;0;110.419;A;1;
10974;25469;0;162.26;A;1;
10975;25470;0;157.205;A;1;
10976;25471;0;101.485;A;1;
10977;25472;0;87.205;A;1;
10978;25473;0;96.742;A;1;
10979;25474;0;86.082;A;1;
10980;25475;0;169.894;A;1;
10983;25480;0;185.524;A;1;
10984;25481;0;124.942;A;1;
10985;25483;0;189.982;A;1;
10986;25484;0;170.35;A;1;
10987;25485;0;168.713;A;1;
10988;25486;0;170.351;A;1;
10989;25487;0;168.36;A;1;
10990;25488;0;168.352;A;1;
10991;25489;0;171.013;A;1;
10992;25490;0;169.081;A;1;
10993;25491;0;171.667;A;1;
10994;25492;0;99.443;A;1;
104;16555;0;61.808;A;0;
105;16556;0;7.74;A;0;
109;16557;0;43.96;A;0;
61745;63486;0;261.881;A;1;20141211
123;16559;0;36.897;A;1;
132;16561;0;14.061;A;1;
133;16562;0;87.332;A;1;
134;16563;0;167.222;A;0;
51638;16564;0;66.385;A;1;
51641;16565;0;111.937;A;1;
51695;16566;0;191.257;A;1;
51697;16567;0;26.214;A;1;
171;16568;0;11.592;A;1;
25542;63487;0;221.567;A;1;20141211
51779;16570;0;115.603;A;1;
176;16571;0;135.301;A;1;
179;16572;0;258.756;A;1;
50098;16573;0;84.007;A;1;
50099;16574;0;103.562;A;1;
50101;16575;0;57.649;A;0;
63322;61618;0;109.729;A;1;20140905
48981;16577;0;138.517;A;0;
48982;16578;0;94.611;A;0;
48983;16579;0;781.921;A;0;
63479;61829;0;32.641;A;1;20140911
16293;61504;0;113.089;A;1;20140901
11800;25085;0;93.921;A;1;
11801;25086;0;111.421;A;1;
11802;25087;0;465.229;A;1;
63701;62090;0;55.379;A;0;20140923
10861;25090;0;88.473;A;1;
10862;25091;0;91.48;A;1;
10863;25092;0;142.17;A;1;
10864;25093;0;152.717;A;1;
10865;25094;0;126.236;A;1;
10866;25095;0;98.715;A;1;
10867;25096;0;108.712;A;1;
10868;25097;0;92.636;A;1;
10869;25098;0;85.207;A;1;
10870;25099;0;128.139;A;1;
10871;25100;0;139.346;A;1;
10872;25101;0;187.536;A;1;
10873;25102;0;75.362;A;1;
10874;25103;0;87.051;A;1;
10875;25104;0;216.081;A;1;
10876;25105;0;94.893;A;1;
10877;25106;0;115.934;A;1;
10878;25107;0;91.207;A;1;
10879;25108;0;81.435;A;1;
10880;25109;0;112.175;A;1;
10881;25110;0;97.026;A;1;
10882;25111;0;94.181;A;1;
10883;25112;0;96.091;A;1;
10884;25113;0;145.531;A;1;
10885;25114;0;187.997;A;1;
10886;25115;0;151.495;A;1;
10887;25116;0;84.998;A;1;
11182;25117;0;236.918;A;1;
11183;25118;0;237.848;A;1;
11184;25119;0;235;A;1;
11289;25493;0;36.37;A;1;
11290;25494;0;72.017;A;1;
11291;25495;0;63.852;A;1;
11292;25496;0;49.472;A;1;
11294;25498;0;74.034;A;1;
11295;25499;0;67.318;A;1;
11297;25501;0;79.64;A;1;
11298;25502;0;79.595;A;1;
11299;25503;0;79.26;A;1;
11301;25505;0;114.303;A;1;
11302;25506;0;96.614;A;1;
11304;25508;0;179.984;A;1;
11305;25509;0;204.111;A;1;
11306;25510;0;91.257;A;1;
11308;25512;0;99.564;A;1;
63756;62160;0;59.214;A;1;20140925
11309;25514;0;231.692;A;1;
11311;25516;0;147.34;A;1;
11312;25517;0;111.62;A;1;
11313;25518;0;166.023;A;1;
11598;25520;0;123.877;A;1;
63758;62165;0;14.556;A;0;20140925
11599;25522;0;83.437;A;1;
11600;25523;0;95.167;A;1;
11602;25525;0;40.476;A;0;
11604;25526;0;76.36;A;1;
11606;25528;0;43.955;A;1;
11608;25529;0;32.346;A;1;
11610;25531;0;76.773;A;1;
11611;25532;0;82.46;A;1;
11612;25533;0;87.887;A;1;
11614;25535;0;83.538;A;1;
11615;25536;0;82.043;A;1;
11617;25538;0;39.854;A;1;
11431;24451;0;118.671;A;1;
11432;24452;0;105.911;A;1;
11433;24453;0;123.182;A;1;
11434;24454;0;167.907;A;1;
11435;24455;0;166.264;A;1;
11436;24456;0;168.386;A;1;
11437;24457;0;109.91;A;1;
11438;24458;0;147.118;A;1;
11439;24459;0;104.651;A;1;
11440;24460;0;158.757;A;1;
11443;24461;0;50.884;A;1;
11444;24462;0;175.496;A;1;
11445;24463;0;86.168;A;1;
11731;24464;0;129.855;A;1;
11732;24465;0;107.346;A;1;
11733;24466;0;297.86;A;0;20180704
11735;24467;0;278.956;A;1;
11736;24468;0;339.546;A;1;
11737;24469;0;275.657;A;1;
11738;24470;0;282.03;A;1;
11739;24471;0;264.017;A;1;
11740;24472;0;314.505;A;1;
11741;24473;0;130.33;A;1;
11742;24474;0;130.812;A;1;
11743;24475;0;132.227;A;1;
11744;24476;0;132.423;A;1;
11745;24477;0;97.983;A;1;
11746;24478;0;152.044;A;1;
11747;24479;0;158.268;A;1;
11748;24480;0;82.085;A;1;
11749;24481;0;176.358;A;1;
11750;24482;0;115.653;A;1;
11751;24483;0;218.573;A;1;
48984;16582;0;80.215;A;0;
48985;16583;0;48.203;A;0;
48986;16584;0;41.458;A;0;
48987;16585;0;277.762;A;0;
48988;16586;0;48.656;A;0;
48990;16587;0;41.274;A;0;
48991;16588;0;67.778;A;0;
48992;16589;0;119.506;A;1;
63481;61831;0;119.117;A;0;20140911
48993;16591;0;414.088;A;0;
51843;63491;0;41.956;A;1;20141211
48994;16593;0;509.323;A;1;
62746;63494;0;14.094;A;1;20141211
48995;16595;0;164.332;A;0;
48996;16597;0;438.355;A;1;
63558;61927;0;297.359;A;1;20140915
48997;16599;0;433.326;A;1;
48998;16600;0;71.448;A;1;
48999;16602;0;71.933;A;1;
49894;63499;0;62.096;A;1;20141211
268;16604;0;6.45;A;1;
271;16605;0;15.369;A;1;
272;16606;0;37.556;A;0;
11185;25120;0;193.628;A;1;
11186;25121;0;201.807;A;1;
11187;25122;0;237.24;A;1;
11188;25123;0;150.62;A;1;
11189;25124;0;200.121;A;1;
11190;25125;0;58.054;A;1;
11191;25126;0;82.44;A;1;
11192;25127;0;127.18;A;1;
11193;25128;0;93.098;A;1;
11194;25129;0;15.763;A;1;20171204
11195;25130;0;23.152;A;1;
11196;25131;0;35.303;A;1;
11198;25132;0;74.9;A;0;
11199;25133;0;79.259;A;1;
11200;25134;0;73.228;A;1;
11201;25135;0;8.414;A;1;
11202;25136;0;141.541;A;1;
11203;25137;0;53.279;A;1;
11204;25138;0;52.376;A;1;
11205;25139;0;45.968;A;1;
11206;25140;0;44.163;A;1;
11493;25141;0;60.381;A;1;
11494;25142;0;339.259;A;1;
11495;25143;0;135.354;A;1;
11496;25144;0;99.555;A;1;
11497;25146;0;142.028;A;1;
11498;25147;0;181.526;A;1;
11499;25148;0;144.257;A;1;
11500;25149;0;117.426;A;1;
11501;25150;0;121.011;A;1;
11503;25151;0;106.442;A;1;
63736;62125;0;25.033;A;1;20140925
11504;25153;0;92.891;A;1;
11618;25539;0;57.643;A;1;
11619;25540;0;60.165;A;1;
11621;25542;0;81.594;A;1;
11622;25543;0;70.067;A;1;
11624;25545;0;79.822;A;1;
11625;25546;0;65.816;A;1;
11894;25547;0;142.685;A;1;
11896;25549;0;150.599;A;1;
11897;25550;0;93.276;A;1;
11899;25552;0;102.151;A;1;
11900;25553;0;190.439;A;1;
11901;25554;0;90.569;A;1;
11903;25556;0;155.417;A;1;
11904;25557;0;97.992;A;1;
11905;25558;0;193.137;A;1;
11907;25560;0;240.98;A;1;
11908;25561;0;117.421;A;1;
11909;25562;0;112.702;A;1;
11911;25564;0;118.079;A;1;
